customer_id,first_purchase_date,last_purchase_date,total_orders,total_spent,avg_order_value,days_since_first_purchase,days_since_last_purchase,product_categories,num_categories,acquisition_source,campaign_type,acquisition_cost,email_engagement_rate,return_rate,customer_segment,actual_clv
CUST_00151,2024-08-08,2025-03-16,3,150.97,51.37,525,305,"[""Food & Beverage"", ""Sports"", ""Fashion""]",3,Meta Ads,Brand,27.61,0.041,0.164,Low-CLV,140.46
CUST_00152,2025-07-27,2025-12-08,4,196.9,54.37,172,38,"[""Food & Beverage"", ""Toys""]",2,Email,None,7.54,0.426,0.109,Growth-Potential,282.17
CUST_00153,2024-09-30,2025-08-30,2,95.76,52.34,472,138,"[""Toys"", ""Sports""]",2,Referral,None,4.6,0.042,0.161,Low-CLV,96.01
CUST_00154,2025-07-18,2025-12-21,6,294.35,47.56,181,25,"[""Electronics"", ""Sports"", ""Books"", ""Beauty"", ""Home & Garden""]",5,Google Ads,Brand,41.52,0.587,0.12,Growth-Potential,580.63
CUST_00155,2025-08-27,2026-01-07,13,1442.79,111.81,141,8,"[""Home & Garden"", ""Food & Beverage"", ""Electronics"", ""Beauty"", ""Books""]",5,Email,None,9.36,0.836,0.049,High-CLV,3738.07
CUST_00156,2025-07-02,2025-12-30,9,1225.66,137.89,197,16,"[""Fashion"", ""Home & Garden"", ""Electronics""]",3,Email,None,2.92,0.654,0.065,High-CLV,4437.34
CUST_00157,2024-09-21,2025-02-25,3,72.12,24.88,481,324,"[""Toys""]",1,Google Ads,Retargeting,29.32,0.24,0.286,Low-CLV,75.86
CUST_00158,2025-09-13,2025-11-07,5,160.02,33.94,124,69,"[""Fashion""]",1,Meta Ads,Brand,39.16,0.446,0.07,Growth-Potential,294.37
CUST_00159,2025-07-09,2025-11-21,3,214.85,73.19,190,55,"[""Home & Garden"", ""Toys""]",2,Meta Ads,Retargeting,51.03,0.305,0.136,Growth-Potential,373.6
CUST_00160,2024-11-23,2025-09-18,3,61.82,22.2,418,119,"[""Toys""]",1,Google Ads,Brand,44.33,0.04,0.124,Low-CLV,59.92
CUST_00161,2024-11-06,2025-12-14,7,734.52,105.97,435,32,"[""Food & Beverage""]",1,Meta Ads,Retargeting,51.68,0.269,0.067,Growth-Potential,961.65
CUST_00162,2025-04-14,2025-04-14,3,104.45,38.42,276,276,"[""Electronics"", ""Home & Garden""]",2,Direct,None,1.44,0.123,0.198,Low-CLV,92.95
CUST_00163,2024-05-10,2025-10-19,6,545.68,90.17,615,88,"[""Electronics"", ""Toys"", ""Books"", ""Beauty"", ""Fashion""]",5,Referral,None,0.51,0.506,0.105,Growth-Potential,1086.9
CUST_00164,2025-01-06,2025-10-03,1,33.77,36.57,374,104,"[""Books""]",1,Direct,None,3.05,0.3,0.19,Low-CLV,38.65
CUST_00165,2024-03-16,2025-10-20,6,316.82,51.8,670,87,"[""Sports"", ""Food & Beverage"", ""Home & Garden""]",3,Meta Ads,Brand,38.15,0.283,0.071,Growth-Potential,621.57
CUST_00166,2024-03-16,2025-06-28,1,23.21,21.63,670,201,"[""Beauty""]",1,Meta Ads,Brand,45.43,0.225,0.182,Low-CLV,25.64
CUST_00167,2024-04-02,2025-12-20,6,522.7,91.16,653,26,"[""Food & Beverage"", ""Beauty"", ""Home & Garden""]",3,Organic,None,4.34,0.451,0.088,Growth-Potential,870.59
CUST_00168,2025-01-16,2025-10-15,1,51.64,47.22,364,92,"[""Sports""]",1,Direct,None,1.42,0.138,0.233,Low-CLV,47.98
CUST_00169,2025-12-14,2025-12-25,3,227.09,71.63,32,21,"[""Food & Beverage""]",1,Google Ads,Prospecting,69.59,0.394,0.084,Growth-Potential,355.44
CUST_00170,2024-10-22,2025-12-20,7,682.98,106.46,450,26,"[""Electronics"", ""Beauty""]",2,Email,None,7.81,0.553,0.08,Growth-Potential,1161.4
CUST_00171,2025-05-18,2025-12-22,5,481.36,95.9,242,24,"[""Fashion"", ""Toys"", ""Beauty""]",3,Google Ads,Prospecting,43.89,0.481,0.05,Growth-Potential,844.9
CUST_00172,2024-11-17,2025-12-14,2,229.52,109.23,424,32,"[""Fashion""]",1,Meta Ads,Brand,15.38,0.241,0.081,Growth-Potential,372.83
CUST_00173,2025-03-12,2025-11-05,5,261.49,56.84,309,71,"[""Toys"", ""Home & Garden"", ""Beauty"", ""Food & Beverage"", ""Fashion""]",5,Direct,None,3.22,0.285,0.125,Growth-Potential,365.62
CUST_00174,2024-02-12,2025-11-23,6,532.79,88.63,703,53,"[""Electronics"", ""Toys"", ""Fashion""]",3,Email,None,2.9,0.443,0.128,Growth-Potential,850.28
CUST_00175,2025-01-19,2025-11-21,6,279.4,43.61,361,55,"[""Food & Beverage"", ""Toys""]",2,Google Ads,Brand,49.37,0.555,0.051,Growth-Potential,351.6
CUST_00176,2025-06-17,2026-01-05,11,1090.98,94.15,212,10,"[""Home & Garden""]",1,Google Ads,Retargeting,35.5,0.527,0.065,High-CLV,2787.38
CUST_00177,2025-09-07,2025-12-23,3,399.53,127.32,130,23,"[""Beauty""]",1,Direct,None,2.17,0.262,0.083,Growth-Potential,506.99
CUST_00178,2024-07-13,2025-12-16,6,300.17,48.09,551,30,"[""Sports"", ""Fashion"", ""Home & Garden"", ""Toys"", ""Books""]",5,Meta Ads,Retargeting,20.31,0.466,0.116,Growth-Potential,536.21
CUST_00179,2025-08-28,2025-10-08,2,99.83,51.35,140,99,"[""Books""]",1,Google Ads,Brand,58.67,0.082,0.113,Low-CLV,86.15
CUST_00180,2024-03-01,2025-11-10,3,116.82,40.03,685,66,"[""Electronics""]",1,Organic,None,4.57,0.069,0.202,Low-CLV,119.29
CUST_00181,2024-12-08,2025-11-27,5,275.41,59.62,403,49,"[""Home & Garden""]",1,Email,None,6.13,0.299,0.142,Growth-Potential,379.67
CUST_00182,2024-11-29,2026-01-04,17,1435.69,93.67,412,11,"[""Beauty"", ""Food & Beverage"", ""Home & Garden""]",3,Meta Ads,Brand,37.2,0.709,0.03,High-CLV,4570.35
CUST_00183,2024-06-18,2025-12-31,3,241.45,79.82,576,15,"[""Electronics"", ""Home & Garden"", ""Food & Beverage""]",3,Email,None,5.01,0.419,0.13,Growth-Potential,436.33
CUST_00184,2025-06-02,2025-12-24,4,192.58,52.41,227,22,"[""Books"", ""Beauty"", ""Food & Beverage"", ""Electronics""]",4,Organic,None,2.53,0.412,0.074,Growth-Potential,320.57
CUST_00185,2024-05-28,2025-12-01,5,200.26,41.59,597,45,"[""Books"", ""Beauty"", ""Home & Garden""]",3,Direct,None,4.72,0.427,0.093,Growth-Potential,277.74
CUST_00186,2024-12-02,2026-01-01,23,2512.22,99.94,409,14,"[""Sports"", ""Toys"", ""Electronics"", ""Books""]",4,Meta Ads,Retargeting,45.87,0.548,0.041,High-CLV,5816.37
CUST_00187,2024-06-15,2025-10-01,3,153.94,52.4,579,106,"[""Home & Garden"", ""Electronics""]",2,Meta Ads,Retargeting,53.46,0.065,0.271,Low-CLV,181.78
CUST_00188,2024-06-07,2025-12-16,6,313.5,49.47,587,30,"[""Books"", ""Food & Beverage"", ""Toys"", ""Electronics""]",4,Meta Ads,Prospecting,26.65,0.385,0.13,Growth-Potential,522.25
CUST_00189,2024-05-26,2025-09-30,1,55.34,50.84,599,107,"[""Toys""]",1,Meta Ads,Brand,32.22,0.059,0.229,Low-CLV,55.25
CUST_00190,2024-06-16,2025-12-27,4,227.42,59.9,578,19,"[""Electronics"", ""Food & Beverage"", ""Home & Garden"", ""Beauty""]",4,Meta Ads,Retargeting,23.98,0.275,0.078,Growth-Potential,297.87
CUST_00191,2024-02-04,2025-05-05,3,94.18,29.72,711,255,"[""Books"", ""Beauty"", ""Home & Garden""]",3,Meta Ads,Brand,29.35,0.298,0.209,Low-CLV,82.12
CUST_00192,2025-07-11,2025-11-16,8,1074.83,122.72,188,60,"[""Sports"", ""Food & Beverage""]",2,Meta Ads,Brand,56.28,0.223,0.149,Growth-Potential,1991.69
CUST_00193,2024-07-11,2026-01-09,12,2348.95,184.45,553,6,"[""Electronics"", ""Books"", ""Toys"", ""Home & Garden"", ""Fashion""]",5,Email,None,3.51,0.942,0.037,High-CLV,7343.33
CUST_00194,2024-03-13,2025-07-20,2,74.39,37.0,673,179,"[""Home & Garden""]",1,Meta Ads,Brand,22.99,0.053,0.108,Low-CLV,69.65
CUST_00195,2024-06-09,2025-09-21,2,55.94,25.61,585,116,"[""Fashion"", ""Home & Garden""]",2,Google Ads,Brand,26.82,0.044,0.241,Low-CLV,51.5
CUST_00196,2024-07-12,2025-12-23,18,4519.12,231.23,552,23,"[""Home & Garden"", ""Beauty""]",2,Direct,None,3.44,0.932,0.055,High-CLV,11811.38
CUST_00197,2025-08-19,2026-01-13,5,1361.66,251.18,149,2,"[""Fashion"", ""Beauty""]",2,Referral,None,3.73,0.927,0.037,High-CLV,3106.34
CUST_00198,2025-12-02,2025-12-02,4,161.98,42.99,44,44,"[""Sports"", ""Toys"", ""Electronics""]",3,Email,None,2.39,0.554,0.059,Growth-Potential,287.73
CUST_00199,2025-02-06,2025-11-17,5,595.07,111.67,343,59,"[""Beauty"", ""Fashion"", ""Food & Beverage"", ""Electronics"", ""Sports""]",5,Direct,None,1.59,0.554,0.099,Growth-Potential,854.48
CUST_00200,2024-04-01,2025-02-09,1,34.55,31.49,654,340,"[""Toys""]",1,Organic,None,0.82,0.266,0.132,Low-CLV,40.66
CUST_00201,2025-03-10,2025-03-10,1,19.18,20.06,311,311,"[""Food & Beverage""]",1,Meta Ads,Prospecting,31.24,0.099,0.295,Low-CLV,16.52
CUST_00202,2024-04-24,2025-12-28,4,352.56,91.97,631,18,"[""Toys"", ""Beauty"", ""Food & Beverage""]",3,Meta Ads,Prospecting,26.93,0.45,0.098,Growth-Potential,675.47
CUST_00203,2025-04-16,2025-12-26,5,254.7,53.47,274,20,"[""Electronics"", ""Fashion"", ""Books"", ""Food & Beverage"", ""Sports""]",5,Direct,None,4.04,0.554,0.087,Growth-Potential,441.78
CUST_00204,2025-07-04,2025-11-08,8,815.02,93.7,195,68,"[""Sports"", ""Electronics"", ""Beauty"", ""Toys""]",4,Google Ads,Prospecting,65.02,0.421,0.134,Growth-Potential,1305.4
CUST_00205,2025-04-19,2025-08-20,3,224.58,70.51,271,148,"[""Toys""]",1,Meta Ads,Retargeting,52.02,0.044,0.29,Low-CLV,197.8
CUST_00206,2024-03-24,2026-01-12,24,3070.76,126.63,662,3,"[""Food & Beverage"", ""Toys"", ""Electronics"", ""Sports"", ""Beauty""]",5,Organic,None,0.75,0.91,0.074,High-CLV,6832.56
CUST_00207,2025-08-14,2025-12-19,6,745.49,115.47,154,27,"[""Toys"", ""Books"", ""Beauty""]",3,Organic,None,2.37,0.576,0.142,Growth-Potential,1235.74
CUST_00208,2024-02-24,2026-01-02,17,1738.71,112.41,691,13,"[""Electronics"", ""Home & Garden"", ""Toys""]",3,Google Ads,Retargeting,62.14,0.774,0.059,High-CLV,4558.72
CUST_00209,2025-04-13,2025-06-05,3,80.01,26.12,277,224,"[""Toys""]",1,Meta Ads,Retargeting,49.18,0.261,0.127,Low-CLV,87.72
CUST_00210,2025-06-17,2025-06-17,1,45.39,45.17,212,212,"[""Beauty""]",1,Google Ads,Prospecting,32.47,0.048,0.162,Low-CLV,51.51
CUST_00211,2025-06-16,2025-11-11,4,467.05,112.68,213,65,"[""Home & Garden"", ""Toys"", ""Beauty"", ""Sports""]",4,Meta Ads,Retargeting,30.49,0.31,0.132,Growth-Potential,766.46
CUST_00212,2025-02-14,2025-10-22,2,120.44,57.03,335,85,"[""Beauty""]",1,Meta Ads,Prospecting,33.43,0.207,0.157,Low-CLV,109.32
CUST_00213,2024-01-24,2026-01-07,5,912.03,167.56,722,8,"[""Toys"", ""Beauty"", ""Home & Garden""]",3,Email,None,3.75,0.56,0.022,High-CLV,2661.3
CUST_00214,2025-06-22,2025-11-14,6,687.82,112.19,207,62,"[""Fashion"", ""Home & Garden"", ""Toys"", ""Books""]",4,Meta Ads,Prospecting,26.75,0.359,0.06,Growth-Potential,1299.42
CUST_00215,2024-03-14,2025-11-10,7,385.14,59.29,672,66,"[""Sports"", ""Beauty"", ""Toys""]",3,Meta Ads,Retargeting,16.59,0.26,0.127,Growth-Potential,581.8
CUST_00216,2025-07-16,2025-11-01,6,572.11,99.32,183,75,"[""Home & Garden"", ""Food & Beverage"", ""Electronics"", ""Beauty"", ""Fashion""]",5,Meta Ads,Brand,47.63,0.337,0.121,Growth-Potential,1025.64
CUST_00217,2024-08-30,2025-11-16,3,366.47,127.06,503,60,"[""Books"", ""Home & Garden""]",2,Direct,None,2.32,0.56,0.115,Growth-Potential,611.44
CUST_00218,2024-03-28,2025-12-30,6,1464.23,227.33,658,16,"[""Electronics"", ""Toys"", ""Fashion"", ""Books""]",4,Google Ads,Retargeting,37.13,0.763,0.076,High-CLV,5834.51
CUST_00219,2024-04-07,2025-03-12,2,50.66,27.08,648,309,"[""Food & Beverage""]",1,Email,None,8.09,0.259,0.136,Low-CLV,46.07
CUST_00220,2025-10-06,2026-01-01,10,1563.68,158.62,101,14,"[""Beauty""]",1,Google Ads,Prospecting,67.5,0.844,0.016,High-CLV,5412.39
CUST_00221,2024-09-26,2025-07-24,3,70.56,25.55,476,175,"[""Fashion""]",1,Google Ads,Retargeting,34.91,0.203,0.225,Low-CLV,79.7
CUST_00222,2024-06-01,2025-11-18,7,505.61,77.03,593,58,"[""Electronics"", ""Fashion"", ""Toys"", ""Books""]",4,Organic,None,0.11,0.41,0.093,Growth-Potential,692.16
CUST_00223,2025-11-01,2025-11-29,2,148.21,72.74,75,47,"[""Electronics""]",1,Meta Ads,Prospecting,33.75,0.46,0.054,Growth-Potential,259.63
CUST_00224,2025-10-22,2025-12-30,6,321.94,58.31,85,16,"[""Home & Garden"", ""Beauty"", ""Electronics"", ""Sports"", ""Books""]",5,Google Ads,Brand,59.24,0.481,0.071,Growth-Potential,459.14
CUST_00225,2024-08-09,2025-11-16,6,279.99,51.4,524,60,"[""Books"", ""Fashion"", ""Electronics"", ""Food & Beverage""]",4,Google Ads,Prospecting,65.34,0.305,0.102,Growth-Potential,486.43
CUST_00226,2024-04-01,2025-09-26,3,125.09,42.06,654,111,"[""Food & Beverage"", ""Electronics""]",2,Referral,None,0.87,0.285,0.256,Low-CLV,105.07
CUST_00227,2024-05-13,2026-01-11,14,1474.6,113.54,612,4,"[""Books"", ""Beauty"", ""Sports""]",3,Email,None,7.86,0.805,0.04,High-CLV,3740.5
CUST_00228,2024-10-20,2025-11-12,4,252.01,61.18,452,64,"[""Home & Garden""]",1,Direct,None,0.29,0.36,0.146,Growth-Potential,442.77
CUST_00229,2025-08-20,2025-08-20,1,26.63,25.22,148,148,"[""Food & Beverage""]",1,Email,None,2.9,0.273,0.197,Low-CLV,31.11
CUST_00230,2025-12-10,2025-12-10,2,92.78,49.1,36,36,"[""Fashion"", ""Beauty""]",2,Referral,None,1.24,0.462,0.051,Growth-Potential,160.45
CUST_00231,2025-10-04,2025-12-25,7,629.48,96.55,103,21,"[""Home & Garden"", ""Electronics"", ""Beauty"", ""Food & Beverage""]",4,Direct,None,4.85,0.259,0.133,Growth-Potential,876.69
CUST_00232,2024-04-05,2025-12-31,12,2309.77,194.5,650,15,"[""Books"", ""Electronics"", ""Beauty"", ""Toys""]",4,Organic,None,2.06,0.67,0.067,High-CLV,5093.7
CUST_00233,2025-10-29,2025-11-23,2,224.16,108.72,78,53,"[""Electronics"", ""Toys""]",2,Google Ads,Retargeting,42.72,0.517,0.146,Growth-Potential,308.97
CUST_00234,2025-04-23,2025-12-17,6,550.29,97.12,267,29,"[""Books"", ""Food & Beverage"", ""Electronics""]",3,Meta Ads,Brand,22.39,0.487,0.086,Growth-Potential,680.5
CUST_00235,2025-02-21,2026-01-08,18,1873.17,110.93,328,7,"[""Fashion""]",1,Meta Ads,Retargeting,35.27,0.775,0.023,High-CLV,6639.06
CUST_00236,2024-03-05,2025-10-22,6,344.72,57.65,681,85,"[""Home & Garden"", ""Books"", ""Fashion"", ""Electronics"", ""Beauty""]",5,Google Ads,Prospecting,50.31,0.4,0.103,Growth-Potential,594.99
CUST_00237,2024-09-26,2025-11-26,5,476.59,87.12,476,50,"[""Toys"", ""Sports""]",2,Google Ads,Prospecting,57.42,0.444,0.119,Growth-Potential,838.8
CUST_00238,2025-08-04,2025-12-04,7,540.87,74.09,164,42,"[""Home & Garden"", ""Sports""]",2,Email,None,7.1,0.326,0.124,Growth-Potential,883.78
CUST_00239,2025-11-29,2025-11-29,8,640.45,74.94,47,47,"[""Fashion""]",1,Meta Ads,Retargeting,21.54,0.392,0.107,Growth-Potential,781.49
CUST_00240,2025-12-15,2025-12-15,3,217.04,69.69,31,31,"[""Books""]",1,Meta Ads,Brand,19.61,0.514,0.148,Growth-Potential,401.79
CUST_00241,2025-02-17,2025-07-18,3,150.41,47.31,332,181,"[""Toys""]",1,Meta Ads,Brand,58.05,0.067,0.229,Low-CLV,143.64
CUST_00242,2024-08-10,2025-04-04,2,142.15,68.28,523,286,"[""Beauty""]",1,Email,None,3.42,0.016,0.249,Low-CLV,130.45
CUST_00243,2024-02-26,2025-11-07,3,332.39,119.65,689,69,"[""Books""]",1,Google Ads,Retargeting,66.87,0.494,0.062,Growth-Potential,522.87
CUST_00244,2025-11-23,2026-01-05,15,3068.12,202.51,53,10,"[""Beauty"", ""Fashion"", ""Sports""]",3,Meta Ads,Brand,37.73,0.848,0.054,High-CLV,6554.59
CUST_00245,2025-11-25,2025-11-25,6,386.44,68.25,51,51,"[""Food & Beverage"", ""Sports"", ""Books"", ""Electronics"", ""Toys""]",5,Direct,None,2.23,0.34,0.138,Growth-Potential,670.53
CUST_00246,2024-12-09,2025-05-05,3,163.76,54.15,402,255,"[""Food & Beverage"", ""Beauty""]",2,Meta Ads,Brand,55.42,0.073,0.108,Low-CLV,133.88
CUST_00247,2025-07-19,2025-12-28,21,1954.19,98.77,180,18,"[""Toys"", ""Food & Beverage""]",2,Email,None,6.3,0.543,0.078,High-CLV,4314.57
CUST_00248,2024-06-21,2025-12-28,7,704.36,110.87,573,18,"[""Fashion"", ""Sports"", ""Food & Beverage""]",3,Meta Ads,Prospecting,33.34,0.459,0.144,Growth-Potential,1358.56
CUST_00249,2025-07-16,2025-12-31,5,370.63,81.22,183,15,"[""Fashion""]",1,Email,None,6.02,0.207,0.117,Growth-Potential,550.82
CUST_00250,2025-04-08,2025-11-13,7,459.05,72.37,282,63,"[""Toys"", ""Food & Beverage""]",2,Meta Ads,Prospecting,39.56,0.235,0.127,Growth-Potential,843.73
CUST_00251,2025-11-09,2025-11-09,1,32.97,32.61,67,67,"[""Fashion""]",1,Meta Ads,Prospecting,48.67,0.266,0.293,Low-CLV,30.39
CUST_00252,2024-06-09,2025-08-26,2,53.97,25.29,585,142,"[""Food & Beverage""]",1,Meta Ads,Prospecting,18.29,0.272,0.27,Low-CLV,57.09
CUST_00253,2024-12-19,2025-11-16,4,193.7,51.14,392,60,"[""Books"", ""Beauty""]",2,Meta Ads,Prospecting,42.74,0.49,0.099,Growth-Potential,302.27
CUST_00254,2025-03-29,2025-12-10,6,306.29,48.29,292,36,"[""Sports"", ""Toys"", ""Home & Garden"", ""Fashion""]",4,Email,None,4.65,0.427,0.131,Growth-Potential,534.07
CUST_00255,2024-07-13,2025-12-21,5,364.52,78.56,551,25,"[""Fashion""]",1,Google Ads,Retargeting,62.48,0.322,0.105,Growth-Potential,697.58
CUST_00256,2024-02-22,2025-10-22,8,774.75,88.06,693,85,"[""Toys"", ""Fashion"", ""Sports""]",3,Google Ads,Prospecting,34.55,0.362,0.109,Growth-Potential,1384.15
CUST_00257,2024-09-16,2025-12-10,6,226.16,40.45,486,36,"[""Food & Beverage"", ""Home & Garden""]",2,Google Ads,Brand,58.07,0.346,0.051,Growth-Potential,278.71
CUST_00258,2025-01-19,2025-11-12,4,349.5,81.18,361,64,"[""Fashion"", ""Books"", ""Sports""]",3,Meta Ads,Brand,27.31,0.217,0.071,Growth-Potential,596.55
CUST_00259,2025-01-24,2025-10-17,6,532.09,96.86,356,90,"[""Toys"", ""Home & Garden"", ""Food & Beverage"", ""Beauty"", ""Sports""]",5,Meta Ads,Prospecting,15.3,0.27,0.115,Growth-Potential,1016.15
CUST_00260,2024-08-19,2025-09-01,2,46.9,22.98,514,136,"[""Toys""]",1,Direct,None,3.6,0.023,0.229,Low-CLV,52.74
CUST_00261,2025-03-11,2025-12-29,5,324.75,64.01,310,17,"[""Electronics"", ""Sports"", ""Fashion"", ""Food & Beverage"", ""Books""]",5,Meta Ads,Brand,23.1,0.436,0.115,Growth-Potential,456.8
CUST_00262,2025-11-23,2025-11-23,3,159.66,52.11,53,53,"[""Beauty""]",1,Google Ads,Retargeting,50.04,0.191,0.276,Low-CLV,180.76
CUST_00263,2024-07-05,2025-11-18,8,769.83,105.31,559,58,"[""Electronics""]",1,Google Ads,Prospecting,62.98,0.449,0.101,Growth-Potential,1048.42
CUST_00264,2025-10-06,2025-12-27,5,490.66,106.26,101,19,"[""Electronics"", ""Toys"", ""Books"", ""Beauty"", ""Sports""]",5,Google Ads,Prospecting,22.17,0.442,0.068,Growth-Potential,734.18
CUST_00265,2025-01-08,2025-10-17,3,268.47,96.56,372,90,"[""Sports""]",1,Google Ads,Prospecting,47.19,0.393,0.127,Growth-Potential,450.66
CUST_00266,2024-05-15,2025-10-26,2,172.97,91.9,610,81,"[""Books"", ""Electronics""]",2,Direct,None,3.26,0.516,0.108,Growth-Potential,228.98
CUST_00267,2025-12-12,2025-12-12,8,676.41,80.01,34,34,"[""Food & Beverage"", ""Home & Garden"", ""Toys"", ""Sports"", ""Books""]",5,Google Ads,Retargeting,39.91,0.426,0.111,Growth-Potential,1230.63
CUST_00268,2024-06-29,2026-01-11,8,1757.69,207.82,565,4,"[""Electronics"", ""Fashion"", ""Beauty"", ""Food & Beverage"", ""Sports""]",5,Direct,None,2.36,0.701,0.059,High-CLV,6409.44
CUST_00269,2024-02-23,2025-11-12,2,94.76,47.18,692,64,"[""Home & Garden""]",1,Email,None,5.51,0.289,0.058,Growth-Potential,162.25
CUST_00270,2025-09-20,2025-10-27,7,884.77,123.55,117,80,"[""Beauty"", ""Books"", ""Electronics""]",3,Email,None,2.69,0.407,0.069,Growth-Potential,1752.3
CUST_00271,2025-06-29,2025-12-30,5,402.4,79.69,200,16,"[""Books"", ""Home & Garden"", ""Toys"", ""Fashion"", ""Sports""]",5,Email,None,5.23,0.358,0.109,Growth-Potential,629.28
CUST_00272,2024-11-12,2026-01-04,10,1825.71,167.29,429,11,"[""Sports"", ""Books"", ""Beauty"", ""Toys"", ""Food & Beverage""]",5,Organic,None,3.79,0.548,0.015,High-CLV,6462.89
CUST_00273,2025-05-23,2025-09-18,2,80.27,39.09,237,119,"[""Books""]",1,Referral,None,1.77,0.269,0.272,Low-CLV,77.46
CUST_00274,2025-12-05,2025-12-05,7,713.28,108.9,41,41,"[""Sports"", ""Fashion"", ""Books"", ""Toys"", ""Beauty""]",5,Meta Ads,Prospecting,25.57,0.299,0.059,Growth-Potential,1276.55
CUST_00275,2025-10-10,2025-11-16,4,232.29,62.85,97,60,"[""Electronics"", ""Toys"", ""Sports"", ""Food & Beverage""]",4,Meta Ads,Brand,31.7,0.281,0.075,Growth-Potential,436.34
CUST_00276,2025-06-22,2025-11-26,6,592.93,97.33,207,50,"[""Electronics"", ""Sports"", ""Home & Garden"", ""Beauty""]",4,Meta Ads,Retargeting,49.92,0.396,0.148,Growth-Potential,1119.64
CUST_00277,2024-01-28,2025-12-05,2,191.03,98.97,718,41,"[""Home & Garden"", ""Sports""]",2,Email,None,4.16,0.384,0.119,Growth-Potential,269.41
CUST_00278,2025-01-31,2025-05-14,2,59.12,31.58,349,246,"[""Fashion""]",1,Meta Ads,Brand,51.18,0.15,0.142,Low-CLV,64.34
CUST_00279,2024-06-17,2025-11-01,8,490.76,61.35,577,75,"[""Books"", ""Toys"", ""Beauty"", ""Home & Garden"", ""Sports""]",5,Referral,None,2.84,0.258,0.146,Growth-Potential,809.61
CUST_00280,2025-10-21,2025-12-19,7,388.23,58.26,86,27,"[""Books"", ""Electronics"", ""Beauty""]",3,Google Ads,Brand,63.37,0.286,0.075,Growth-Potential,503.53
CUST_00281,2024-11-02,2025-05-19,1,45.94,46.06,439,241,"[""Toys""]",1,Email,None,5.71,0.195,0.208,Low-CLV,48.03
CUST_00282,2025-10-04,2025-10-04,1,47.53,51.99,103,103,"[""Books""]",1,Meta Ads,Prospecting,46.97,0.279,0.184,Low-CLV,50.44
CUST_00283,2025-01-21,2025-10-17,5,359.65,73.19,359,90,"[""Beauty"", ""Books""]",2,Meta Ads,Prospecting,48.47,0.378,0.136,Growth-Potential,503.98
CUST_00284,2025-05-14,2025-10-22,3,127.05,43.24,246,85,"[""Fashion""]",1,Direct,None,0.78,0.241,0.056,Growth-Potential,179.14
CUST_00285,2025-10-18,2025-12-15,5,305.64,65.44,89,31,"[""Food & Beverage"", ""Beauty"", ""Sports""]",3,Meta Ads,Retargeting,39.68,0.299,0.078,Growth-Potential,595.35
CUST_00286,2025-10-28,2025-12-17,22,2425.01,107.23,79,29,"[""Beauty"", ""Toys"", ""Electronics"", ""Food & Beverage""]",4,Google Ads,Retargeting,40.61,0.769,0.054,High-CLV,6343.19
CUST_00287,2025-01-02,2026-01-05,5,420.94,81.14,378,10,"[""Electronics"", ""Toys"", ""Beauty""]",3,Google Ads,Retargeting,49.85,0.867,0.069,High-CLV,1513.67
CUST_00288,2025-02-23,2025-11-30,6,468.7,75.9,326,46,"[""Sports"", ""Electronics""]",2,Direct,None,1.2,0.365,0.106,Growth-Potential,720.76
CUST_00289,2025-07-13,2025-11-27,6,501.89,91.55,186,49,"[""Food & Beverage"", ""Home & Garden"", ""Books"", ""Sports""]",4,Meta Ads,Prospecting,29.43,0.474,0.078,Growth-Potential,799.81
CUST_00290,2024-05-23,2025-12-23,22,1902.72,91.37,602,23,"[""Books"", ""Beauty""]",2,Meta Ads,Retargeting,50.98,0.938,0.03,High-CLV,4991.13
CUST_00291,2024-06-13,2025-10-19,2,97.21,53.16,581,88,"[""Toys"", ""Food & Beverage""]",2,Google Ads,Prospecting,68.73,0.01,0.116,Low-CLV,78.26
CUST_00292,2024-02-19,2025-12-06,5,511.17,111.27,696,40,"[""Food & Beverage"", ""Beauty""]",2,Email,None,4.5,0.377,0.124,Growth-Potential,892.07
CUST_00293,2024-05-20,2025-11-29,7,682.16,103.7,605,47,"[""Fashion"", ""Food & Beverage""]",2,Organic,None,1.62,0.498,0.105,Growth-Potential,1163.99
CUST_00294,2024-02-28,2025-12-27,13,2334.91,192.92,687,19,"[""Home & Garden"", ""Beauty""]",2,Direct,None,3.09,0.678,0.027,High-CLV,5096.65
CUST_00295,2025-07-18,2025-09-23,3,64.42,22.29,181,114,"[""Food & Beverage"", ""Books""]",2,Google Ads,Brand,54.46,0.107,0.131,Low-CLV,56.51
CUST_00296,2025-08-10,2025-11-24,3,182.31,64.79,158,52,"[""Food & Beverage"", ""Home & Garden""]",2,Meta Ads,Retargeting,41.94,0.216,0.121,Growth-Potential,345.32
CUST_00297,2024-10-11,2025-02-12,1,23.57,22.34,461,337,"[""Electronics""]",1,Google Ads,Brand,38.2,0.047,0.159,Low-CLV,24.7
CUST_00298,2025-02-15,2025-12-07,4,441.65,104.84,334,39,"[""Toys"", ""Books"", ""Home & Garden""]",3,Meta Ads,Retargeting,38.54,0.463,0.104,Growth-Potential,569.01
CUST_00299,2024-07-30,2026-01-11,9,1090.21,113.5,534,4,"[""Sports"", ""Electronics"", ""Home & Garden"", ""Fashion"", ""Toys""]",5,Email,None,9.37,0.514,0.017,High-CLV,2208.95
